1874,59,28,31,418,2457,690,89,3,3,34,0,,480,192,3.24,696,7,48,0,446
1874,53,16,37,371,2140,587,92,19,2,26,0,,471,189,3.54,660,2,23,0,501
1874,65,42,23,500,2719,709,100,31,8,38,0,,377,150,2.3,658,3,40,0,438
1874,55,33,22,441,2260,646,87,17,6,24,0,,344,138,2.55,514,5,29,0,396
1874,58,29,29,476,2432,690,74,51,3,28,0,,428,172,2.95,666,4,21,0,518
1875,44,2,42,132,1547,304,32,9,2,10,0,,438,174,3.95,531,9,22,0,426
1875,82,71,8,831,3516,1124,157,54,14,31,0,,343,138,1.7,751,2,29,0,464
1875,69,30,37,379,2658,697,85,13,0,24,0,,416,167,2.4,652,0,28,0,385
1875,86,54,28,557,3342,873,98,34,2,40,0,,343,138,1.61,706,4,16,0,432
1875,13,1,12,45,449,81,9,6,0,1,0,,88,35,2.81,110,0,14,0,68
1875,47,7,40,170,1708,374,42,12,2,13,0,,397,158,3.34,500,5,22,0,437
1875,71,30,38,328,2683,626,84,24,7,21,0,,425,170,2.4,716,3,24,0,526
1875,77,53,20,699,3245,940,126,61,10,40,0,,402,161,2.11,775,4,40,0,418
1875,70,37,31,470,2717,681,65,28,5,22,0,,376,150,2.15,650,6,30,0,475
1875,14,2,12,70,529,126,19,3,0,8,0,,138,55,3.93,170,0,3,0,164
1875,19,4,15,60,688,138,20,1,0,14,0,,161,64,3.37,207,0,3,0,150
1875,70,39,29,386,2679,641,84,27,0,33,0,,369,148,2.11,634,3,20,0,424
1875,28,5,23,107,997,194,12,11,0,5,0,,338,135,4.86,397,6,11,0,263
1876,70,39,31,471,2722,723,96,24,9,58,98,,450,176,2.51,732,7,104,77,422
1876,66,52,14,624,2748,926,131,32,8,70,45,,257,116,1.76,608,6,29,51,282
1876,65,9,56,238,2372,555,51,12,4,41,136,,579,238,3.62,850,9,34,60,469
1876,69,47,21,429,2664,711,96,22,2,39,78,,261,116,1.67,570,2,27,114,337
1876,69,30,36,280,2570,641,68,14,6,24,98,,344,121,1.69,605,3,38,125,396
1876,57,21,35,260,2180,494,39,15,2,18,35,,412,173,2.94,718,8,24,37,475
1876,60,14,45,378,2387,646,79,35,7,27,36,,534,197,3.22,783,2,41,22,456
1876,64,45,19,386,2478,642,73,27,2,59,63,,229,78,1.22,472,3,39,103,268
1877,61,42,18,419,2368,700,91,37,4,65,121,,263,131,2.15,557,5,38,177,289
1877,60,26,33,366,2273,633,79,30,0,57,111,,375,200,3.37,630,7,58,92,313
1877,58,15,42,291,2135,545,72,34,6,78,110,,485,240,4.19,747,4,61,85,393
1877,60,31,27,341,2358,637,63,31,4,30,97,,311,140,2.32,572,2,56,99,313
1877,61,35,25,339,2355,659,75,36,9,58,140,,288,140,2.25,617,4,41,141,267
1877,60,28,32,284,2178,531,51,36,1,57,147,,318,160,2.66,582,2,92,132,281
1878,60,41,19,298,2220,535,75,25,2,35,154,,241,140,2.32,595,6,38,184,228
1878,61,30,30,371,2333,677,91,20,3,88,157,,331,145,2.37,577,4,35,175,304
1878,61,37,23,333,2281,629,67,22,5,58,141,,281,112,1.84,546,2,63,220,254
1878,63,24,36,293,2300,542,76,15,3,64,197,,328,149,2.32,621,3,87,182,290
1878,61,15,45,256,2212,552,65,20,2,69,214,,386,158,2.6,589,3,55,147,376
1878,62,33,27,353,2298,604,107,30,8,50,218,,337,147,2.38,609,5,86,173,311
1879,79,46,32,394,2906,733,105,54,2,78,314,,365,185,2.34,698,3,47,198,331
1879,84,54,30,562,3217,883,138,51,20,90,222,,348,183,2.19,757,9,46,230,319
1879,83,46,33,437,3116,808,167,32,3,73,294,,411,203,2.46,762,5,57,211,381
1879,82,27,55,322,2987,666,116,29,4,37,214,,461,218,2.65,818,4,116,287,405
1879,81,43,37,485,3085,813,127,53,8,66,207,,464,185,2.29,756,11,81,246,426
1879,85,59,25,612,3392,1003,142,55,12,91,172,,355,188,2.18,765,9,62,329,382
1879,71,22,48,276,2611,592,61,19,5,28,238,,462,230,3.19,775,4,52,132,398
1879,77,19,56,321,2841,673,102,24,4,45,182,,543,216,2.8,840,13,47,210,460
1880,85,24,58,331,2962,669,104,37,3,90,327,,502,254,3.09,879,10,78,186,403
1880,86,40,44,416,3080,779,134,41,20,105,221,,456,255,3.08,840,2,86,187,368
1880,86,67,17,538,3135,876,164,39,4,104,217,,317,166,1.93,622,8,129,367,329
1880,85,47,37,387,3002,726,130,52,7,76,237,,337,160,1.9,685,4,98,289,330
1880,83,21,59,296,2895,649,91,36,7,75,267,,472,193,2.44,785,10,88,208,427
1880,87,52,32,419,3196,793,114,34,8,89,186,,299,146,1.64,663,7,51,286,357
1880,83,41,42,392,3007,755,114,37,5,120,260,,438,225,2.74,763,8,113,173,366
1880,85,40,43,412,3024,699,129,52,8,81,278,,370,192,2.27,709,13,97,297,355
1881,83,45,38,440,3019,797,157,50,12,108,270,,447,234,2.84,881,9,89,185,408
1881,83,38,45,349,2916,733,121,27,5,110,193,,410,220,2.71,763,9,143,199,293
1881,84,56,28,550,3114,918,157,36,12,140,224,,379,201,2.43,722,14,122,228,309
1881,85,36,48,392,3117,796,120,39,7,132,224,,414,226,2.68,737,9,126,240,348
1881,84,41,43,439,2995,780,131,53,17,136,250,,429,219,2.65,785,8,137,265,338
1881,85,47,37,447,3077,780,144,37,11,146,214,,426,202,2.4,756,5,138,264,389
1881,85,39,45,399,3046,754,124,31,5,140,240,,429,254,2.97,813,11,159,207,311
1881,83,32,50,410,3093,781,114,31,7,121,169,,492,290,3.54,882,11,120,196,353
1882,84,45,39,500,3128,858,146,47,18,116,228,,461,266,3.25,778,16,114,287,315
1882,74,19,54,273,2583,535,60,24,4,72,215,,515,278,3.87,760,15,108,113,488
1882,85,45,39,472,3118,823,114,50,15,134,244,,414,233,2.8,738,10,77,352,295
1882,84,55,29,604,3225,892,209,54,15,142,262,,353,188,2.22,667,13,102,279,376
1882,84,42,40,402,3009,716,139,40,20,122,261,,411,229,2.74,743,22,132,232,355
1882,80,55,25,489,3007,795,95,47,5,102,204,,268,132,1.65,609,7,125,165,322
1882,86,42,41,407,3144,724,117,44,19,122,308,,488,263,2.98,808,19,129,354,377
1882,80,42,38,443,2806,728,110,28,9,128,193,,352,156,2.03,637,6,112,240,385
1882,75,41,34,406,2707,660,89,21,5,125,164,,389,219,2.97,682,13,99,190,361
1882,84,52,32,463,3104,776,121,53,11,102,255,,356,190,2.27,690,12,87,273,371
1882,79,39,39,428,2904,730,110,59,18,90,183,,418,216,2.79,694,4,82,252,397
1882,80,37,43,399,2865,663,87,41,11,112,226,,496,223,2.92,729,7,103,225,446
1882,85,35,48,430,3057,747,116,59,12,109,298,,522,259,3.08,837,13,168,189,432
1882,84,18,66,379,2984,689,109,57,16,113,303,,652,308,3.76,964,21,151,195,469
1883,98,52,45,614,3729,1058,184,59,8,147,342,,576,317,3.32,971,12,101,362,445
1883,96,28,68,471,3534,870,125,49,5,162,331,,742,383,4.08,943,12,190,290,624
1883,98,63,35,669,3657,1010,209,86,34,123,423,,456,244,2.55,853,11,90,538,382
1883,98,59,39,679,3658,1000,277,61,13,129,399,,540,266,2.78,942,21,123,299,543
1883,100,55,42,476,3457,852,184,38,8,139,374,,443,217,2.22,818,7,217,402,389
1883,97,32,65,476,3553,854,101,79,15,134,410,,659,370,3.96,980,16,211,222,535
1883,98,61,37,662,3669,961,122,74,34,139,261,,413,217,2.26,766,17,168,215,360
1883,101,40,58,524,3726,931,164,48,13,166,378,,650,356,3.58,1026,22,184,324,444
1883,98,52,45,564,3553,891,114,64,14,140,305,,562,340,3.51,987,7,110,269,471
1883,98,46,50,530,3524,900,139,69,24,127,297,,577,283,2.94,907,19,170,323,468
1883,97,54,42,498,3534,883,111,58,6,142,259,,405,282,2.9,749,12,123,480,391
1883,98,66,32,720,3714,972,149,50,20,194,268,,547,279,2.88,921,22,95,347,584
1883,99,17,81,437,3576,859,181,48,3,141,355,,887,513,5.34,1267,20,125,253,639
1883,98,58,40,636,3685,1001,189,59,21,149,309,,436,229,2.37,827,12,111,376,419
1883,98,31,67,525,3609,892,120,58,13,162,345,,728,445,4.62,1140,21,151,271,506
1883,98,65,33,549,3495,892,118,46,7,125,240,,409,218,2.23,729,7,150,325,388
1884,25,6,19,90,899,223,30,6,2,22,130,,216,114,4.68,292,3,52,93,156
1884,115,64,47,700,4197,1099,163,69,39,215,458,,626,328,2.95,1041,46,189,534,463
1884,108,63,43,636,3845,896,133,84,32,211,545,,515,288,2.71,869,16,219,635,461
1884,106,58,47,662,3883,952,150,26,17,144,652,,627,316,3.01,1002,24,177,628,610
1884,109,40,64,476,3763,845,112,47,16,179,417,,644,399,3.79,996,20,163,378,508
1884,116,73,38,684,4189,1063,179,60,36,207,660,,468,285,2.47,932,30,135,742,374
1884,111,58,51,636,3940,928,168,32,19,128,787,,558,286,2.7,885,17,110,753,633
1884,113,62,50,834,4182,1176,162,50,142,264,469,,647,336,3.03,1028,83,231,472,595
1884,93,41,50,438,3212,742,127,26,10,119,505,,482,243,2.72,743,12,137,679,459
1884,113,35,77,458,3934,934,147,49,16,170,576,,716,379,3.43,1046,35,269,482,512
1884,110,69,39,585,3759,901,107,96,40,196,404,,459,286,2.68,815,22,172,526,433
1884,112,68,41,754,4090,1037,109,96,36,154,404,,512,364,3.33,956,27,181,308,412
1884,105,69,36,703,3786,1027,118,63,26,147,482,,466,242,2.38,831,17,90,503,532
1884,114,28,84,445,3970,825,114,47,31,207,699,,736,370,3.38,1097,36,245,488,514
1884,110,29,78,462,3813,890,129,62,20,125,560,,755,437,4.2,1001,30,199,479,515
1884,82,16,63,311,2802,557,104,15,6,123,529,,618,317,4.06,862,14,127,334,520
1884,110,68,40,573,3957,1004,152,69,17,146,408,,425,238,2.17,836,9,97,470,426
1884,12,8,4,53,395,88,25,0,0,20,70,,34,26,2.25,49,1,13,139,53
1884,116,62,50,693,4124,1053,149,67,23,249,492,,623,352,3.12,1011,28,326,567,514
1884,112,75,32,734,4012,1052,155,64,22,203,315,,423,269,2.46,800,15,119,611,441
1884,108,61,46,700,3959,1057,167,100,26,153,425,,546,360,3.42,920,16,127,530,458
1884,113,39,73,549,3998,934,149,39,14,209,512,,824,428,3.93,1090,38,254,411,536
1884,67,21,46,414,2518,618,108,35,7,103,405,,545,305,4.63,726,7,105,310,501
1884,114,84,28,665,4093,987,153,43,21,300,469,,388,185,1.61,825,26,172,639,398
1884,110,30,78,406,3689,777,105,50,2,143,411,,725,456,4.35,1059,25,216,338,523
1884,46,12,30,194,1469,325,40,33,7,53,284,,294,186,4.52,402,14,52,167,238
1884,110,67,40,658,3952,986,151,60,11,174,339,,539,293,2.67,881,16,172,477,489
1884,114,94,19,887,4285,1251,259,41,32,181,542,,429,216,1.96,838,9,110,550,554
1884,9,2,6,24,272,49,13,1,0,7,47,,57,25,3.17,72,1,27,44,47
1884,110,46,58,463,3712,859,153,48,8,157,541,,571,322,3.06,885,12,169,501,469
1884,18,2,16,35,521,91,8,8,2,22,123,,114,48,3.04,165,4,18,113,104
1884,63,12,51,248,2166,434,61,24,6,102,377,,481,242,4.01,643,21,110,235,399
1884,114,47,65,572,3926,931,120,26,4,118,558,,679,364,3.44,992,16,168,684,550
1885,112,38,74,495,3900,980,149,50,23,179,380,,761,456,4.29,1175,31,234,320,464
1885,110,41,68,541,3820,837,124,59,17,279,529,,683,421,3.9,1059,12,222,395,419
1885,112,53,59,624,3943,966,121,65,14,238,324,,650,381,3.46,955,27,211,436,436
1885,113,46,66,528,3950,915,144,53,22,190,522,,589,330,3.03,1045,26,188,480,445
1885,113,87,25,834,4093,1079,184,75,54,340,429,,470,251,2.23,868,37,202,458,497
1885,112,63,49,642,4050,1046,108,77,26,153,420,,575,362,3.26,998,24,250,330,417
1885,108,41,67,514,3773,917,149,66,25,216,451,,582,305,2.88,966,18,224,475,445
1885,112,53,59,564,3969,986,126,83,19,152,448,,598,298,2.68,927,13,217,462,460
1885,112,85,27,691,4029,1085,150,82,16,221,312,,370,190,1.72,758,11,265,516,331
1885,108,44,64,526,3731,921,123,57,21,217,428,,688,432,4.15,1015,36,204,408,453
1885,113,55,57,764,4142,1099,169,76,30,223,410,,691,360,3.23,1038,11,212,506,482
1885,111,56,54,513,3893,891,156,35,20,220,401,,511,259,2.39,860,18,218,378,447
1885,110,53,57,442,3727,820,114,30,6,265,430,,531,289,2.71,912,18,235,371,459
1885,111,56,55,547,3975,955,123,79,5,189,537,,539,328,2.92,918,14,201,454,422
1885,112,79,33,677,3972,979,132,57,17,234,282,,461,272,2.44,879,12,168,378,381
1885,111,36,72,390,3758,829,121,21,8,214,412,,593,361,3.37,935,15,278,337,398
1886,139,48,83,625,4639,945,124,51,8,379,603,269,878,547,4.08,1197,25,403,805,524
1886,141,76,61,832,5053,1261,196,80,16,433,523,248,832,469,3.42,1202,17,464,540,610
1886,118,56,61,657,4180,1085,151,59,24,250,537,156,661,370,3.24,1049,33,298,511,465
1886,126,90,34,900,4378,1223,198,87,53,460,513,213,555,310,2.54,988,49,262,647,475
1886,141,65,73,883,4915,1225,145,95,45,374,633,185,865,579,4.18,1267,25,481,495,580
1886,126,87,36,829,4501,1260,176,81,53,374,426,194,538,349,2.85,995,20,270,592,373
1886,126,30,91,494,4236,967,177,48,19,269,608,96,872,573,4.84,1345,27,246,442,455
1886,138,66,70,833,4921,1294,182,88,20,410,558,202,805,412,3.07,1109,16,432,720,593
1886,124,75,44,692,4298,1156,175,68,21,237,410,155,558,337,2.86,1029,23,280,588,359
1886,137,53,82,628,4683,1047,108,72,18,330,578,120,766,461,3.5,1148,23,386,559,545
1886,139,63,72,772,4856,1142,192,82,21,378,697,284,942,537,3.97,1308,35,388,513,637
1886,119,71,43,621,4072,976,145,66,26,282,516,226,498,284,2.45,923,29,264,540,393
1886,140,80,57,810,4854,1171,186,96,16,478,713,260,647,386,2.83,1130,10,299,515,487
1886,139,93,46,944,5009,1365,206,85,20,400,425,336,592,340,2.49,1087,13,329,583,494
1886,126,43,79,547,4250,1001,183,46,30,235,656,156,712,388,3.24,1050,34,392,501,452
1886,125,28,92,445,4082,856,135,51,23,265,582,143,791,497,4.3,1147,34,379,500,458
1887,141,77,58,975,4825,1337,202,100,31,469,334,545,861,525,3.87,1288,16,418,470,549
1887,138,60,74,904,4913,1281,200,82,25,456,365,409,918,589,4.47,1348,27,454,332,562
1887,127,61,60,831,4531,1255,185,94,53,340,392,373,792,539,4.41,1226,55,396,254,522
1887,127,71,50,813,4350,1177,178,98,80,407,400,382,716,433,3.46,1156,55,338,510,472
1887,133,39,92,729,4649,1170,178,77,14,375,463,355,1112,630,4.99,1472,34,533,332,576
1887,136,81,54,892,4797,1285,179,102,37,382,366,527,745,470,3.58,1202,28,396,330,484
1887,127,79,45,969,4689,1404,213,126,55,352,258,267,714,490,3.95,1172,52,344,337,384
1887,127,37,89,628,4368,1080,162,70,33,300,379,334,965,633,5.24,1289,60,431,245,479
1887,139,76,60,956,4916,1420,194,98,27,436,356,466,854,511,3.82,1274,31,357,544,574
1887,129,68,55,816,4516,1259,167,93,48,361,326,415,723,441,3.57,1096,27,373,415,430
1887,138,44,89,754,4820,1197,193,66,21,439,463,305,1093,692,5.28,1545,39,406,316,628
1887,137,64,69,893,4954,1370,231,84,29,321,388,476,890,605,4.59,1227,29,433,417,528
1887,128,75,48,901,4630,1269,213,89,47,385,346,355,702,436,3.47,1173,48,305,435,471
1887,125,55,69,621,4414,1141,183,78,20,319,381,221,750,507,4.12,1287,39,246,248,425
1887,138,95,40,1131,5048,1550,261,78,39,442,340,581,761,502,3.77,1254,19,323,334,481
1887,126,46,76,601,4314,1039,149,63,47,269,339,334,818,507,4.19,1216,47,299,396,469
1888,137,57,80,653,4656,1068,162,70,19,298,479,326,779,504,3.78,1162,23,419,525,461
1888,143,88,52,758,4871,1177,172,70,25,353,439,334,584,333,2.33,1059,15,285,577,502
1888,137,70,64,669,4834,1183,167,89,56,282,524,293,619,355,2.61,1104,36,269,484,494
1888,136,77,58,734,4616,1201,147,95,77,290,563,287,659,390,2.96,1139,63,308,588,417
1888,135,50,82,651,4603,1076,128,59,12,315,559,353,839,484,3.72,1235,38,389,500,480
1888,137,80,54,745,4801,1161,132,82,32,345,555,469,628,375,2.73,1103,19,310,539,456
1888,134,68,63,721,4849,1275,177,72,51,307,396,193,629,365,2.74,1115,44,183,522,463
1888,136,50,85,603,4623,1100,180,33,34,236,492,350,731,502,3.81,1260,64,308,388,449
1888,132,43,89,579,4588,1000,142,61,19,288,604,257,896,552,4.29,1306,32,401,381,507
1888,139,48,87,689,4881,1177,183,67,14,322,604,318,870,445,3.25,1264,28,281,599,609
1888,138,84,47,659,4747,1149,130,76,55,270,456,314,479,263,1.96,907,27,307,726,430
1888,136,81,52,827,4828,1209,183,89,31,303,473,434,594,323,2.41,988,14,324,596,475
1888,132,69,61,535,4528,1021,151,46,16,268,485,246,509,309,2.38,1072,26,196,519,424
1888,139,66,68,534,4713,1070,150,49,14,194,583,287,580,357,2.67,1190,23,223,367,416
1888,137,92,43,789,4755,1189,149,47,36,410,521,468,501,281,2.09,939,19,225,517,430
1888,136,48,86,482,4546,944,98,49,30,246,499,331,731,464,3.54,1157,50,298,406,474
1889,139,70,65,791,4756,1209,155,68,20,418,536,311,795,472,3.56,1168,27,424,540,536
1889,140,93,44,995,4815,1265,188,79,47,550,401,389,706,486,3.61,1205,33,400,471,421
1889,133,83,45,826,4628,1251,196,54,42,471,450,331,626,435,3.36,1152,41,413,497,413
1889,136,67,65,867,4849,1274,184,66,79,518,516,243,814,513,3.73,1313,71,408,434,463
1889,136,61,72,656,4673,1167,131,59,25,429,417,237,720,484,3.66,1182,36,519,435,365
1889,140,60,78,779,4816,1247,171,95,36,507,609,304,924,585,4.39,1274,33,551,610,488
1889,141,76,63,897,4844,1307,197,96,52,452,511,462,769,483,3.5,1270,35,475,562,440
1889,135,59,75,819,4879,1356,228,35,62,377,447,252,894,633,4.85,1365,73,420,408,419
1889,139,55,82,852,4947,1256,162,76,18,430,626,472,1031,583,4.36,1373,51,457,447,611
1889,140,27,111,632,4955,1249,170,75,22,320,521,203,1091,655,4.81,1529,43,475,451,584
1889,131,83,43,935,4671,1319,208,77,52,538,386,292,708,444,3.47,1073,38,523,558,436
1889,138,75,58,880,4868,1339,239,65,43,534,496,252,787,470,3.53,1200,35,509,479,465
1889,130,63,64,742,4695,1248,215,52,44,393,353,269,748,512,4,1288,33,428,443,466
1889,134,61,71,726,4748,1202,209,65,42,420,467,231,801,566,4.51,1296,42,374,345,384
1889,141,90,45,957,4939,1312,211,64,58,493,477,336,680,412,3,1166,39,413,617,438
1889,127,41,83,632,4395,1105,151,57,25,466,456,232,892,574,4.68,1261,37,527,388,519
1890,134,36,96,793,4795,1249,180,64,20,541,367,160,1199,775,6.11,1499,67,673,351,491
1890,38,15,19,182,1213,278,34,16,2,125,152,101,192,140,4,307,3,123,134,109
1890,100,26,73,492,3475,769,116,47,13,328,456,182,733,460,4.71,1011,21,421,230,394
1890,129,86,43,884,4419,1166,184,75,43,517,361,349,620,389,3.06,1102,27,401,403,319
1890,133,76,56,964,4887,1354,186,93,34,502,369,272,893,520,3.95,1334,26,570,377,531
1890,134,76,57,763,4722,1220,175,62,31,530,515,285,593,386,2.93,1132,27,354,506,358
1890,130,81,48,992,4626,1306,223,76,54,652,435,412,767,479,3.79,1291,49,467,345,459
1890,139,83,53,847,4891,1271,147,59,67,516,514,329,692,445,3.24,1103,41,481,504,347
1890,138,75,62,886,4968,1311,200,95,31,492,410,276,770,459,3.39,1238,27,503,460,492
1890,134,77,55,753,4644,1204,150,120,27,433,377,312,633,369,2.79,1097,41,407,488,381
1890,136,44,88,630,4633,1073,132,59,21,497,474,152,832,543,4.13,1322,33,462,306,405
1890,140,79,55,831,4741,1225,159,77,16,545,557,353,617,403,2.99,976,20,471,624,393
1890,131,55,75,849,4804,1373,213,94,27,509,345,180,1027,537,4.23,1386,45,571,325,532
1890,136,88,44,819,4687,1310,156,65,15,410,460,341,588,344,2.57,1120,18,293,587,380
1890,135,63,68,713,4832,1250,208,89,25,350,479,289,698,400,3.06,1029,14,607,612,440
1890,132,74,57,1018,4913,1393,204,97,66,486,364,231,875,543,4.17,1219,37,569,449,449
1890,132,54,78,702,4490,1057,181,51,24,475,540,305,945,657,5.22,1405,17,514,461,453
1890,133,78,53,823,4707,1267,220,78,23,522,403,335,707,440,3.32,1210,22,486,507,396
1890,132,68,63,941,4855,1348,187,113,49,431,321,203,855,519,4.05,1292,33,495,361,510
1890,138,23,113,597,4739,1088,160,43,20,408,458,208,1235,780,5.97,1520,52,573,381,607
1890,128,60,68,835,4577,1192,168,113,35,569,375,249,892,523,4.22,1267,32,334,318,512
1890,133,63,63,709,4553,1088,131,64,31,446,538,310,711,459,3.56,1115,19,530,477,416
1890,139,78,58,870,4800,1308,178,73,48,474,490,307,736,487,3.67,1127,38,447,733,472
1890,128,55,72,698,4469,1158,151,59,14,457,482,292,831,603,4.98,1158,28,518,454,391
1890,134,68,64,739,4575,1152,152,108,24,486,558,421,689,458,3.56,1122,23,429,533,419
1891,139,71,64,850,4771,1217,142,99,30,551,553,342,798,464,3.43,1238,33,472,408,503
1891,137,61,76,765,4748,1233,200,69,23,464,435,337,820,516,3.86,1272,40,459,407,432
1891,139,93,42,1028,4889,1341,163,100,52,651,499,447,675,410,3.03,1158,42,497,524,392
1891,140,87,51,847,4956,1264,181,80,54,532,538,289,658,381,2.76,1223,51,364,525,358
1891,137,82,53,832,4873,1233,159,88,60,526,457,238,730,470,3.47,1207,53,475,477,397
1891,138,56,81,646,4791,1158,148,90,40,414,439,244,790,480,3.55,1234,40,465,393,409
1891,141,65,74,835,5074,1294,183,88,22,519,464,242,888,484,3.5,1371,24,466,400,485
1891,138,61,76,702,4697,1113,154,61,20,529,530,280,777,505,3.75,1141,29,588,502,379
1891,102,43,57,549,3574,838,105,58,28,428,385,164,643,344,3.43,921,20,446,331,389
1891,141,54,83,713,4833,1247,130,69,17,443,473,230,890,582,4.27,1353,33,464,485,458
1891,36,21,15,227,1271,332,58,15,13,107,114,47,156,86,2.5,291,6,120,137,116
1891,136,71,61,754,4833,1271,189,72,46,438,394,224,711,400,2.99,1098,27,593,651,384
1891,143,73,66,817,5039,1301,182,123,55,447,548,149,794,549,4.01,1274,35,520,533,389
1891,138,68,69,756,4929,1244,180,51,21,482,412,232,773,509,3.73,1280,29,505,343,443
1891,137,55,80,679,4794,1148,148,71,29,427,503,205,744,384,2.89,1160,31,465,446,475
1891,141,85,51,976,5005,1330,169,51,58,625,440,283,753,444,3.27,1106,50,576,621,466
1891,139,44,91,691,4715,1183,147,84,19,468,485,219,1067,634,4.83,1420,44,566,486,589
1892,152,46,101,779,5296,1342,160,111,30,499,480,227,1020,617,4.28,1537,51,536,437,584
1892,158,95,59,935,5485,1439,183,105,30,629,506,409,733,507,3.25,1285,26,600,597,398
1892,152,102,48,862,5301,1324,203,51,34,526,488,338,649,425,2.86,1156,41,460,509,454
1892,147,70,76,635,5063,1188,149,92,26,427,482,233,735,456,3.16,1269,35,424,518,424
1892,155,82,68,766,5349,1288,155,75,44,503,474,270,731,485,3.17,1327,39,535,437,402
1892,153,93,56,855,5412,1375,196,96,26,552,536,225,613,358,2.41,1178,28,413,472,406
1892,154,63,89,649,5334,1208,133,61,18,433,508,275,804,500,3.34,1358,26,447,430,469
1892,153,71,80,811,5291,1326,173,85,39,510,469,301,826,483,3.29,1165,32,635,641,565
1892,155,87,66,860,5413,1420,225,95,50,528,515,216,690,449,2.93,1297,24,492,502,393
1892,155,80,73,802,5469,1288,143,108,38,435,453,222,796,464,3.1,1300,28,537,455,480
1892,155,56,94,703,5259,1187,138,53,45,607,491,209,922,627,4.2,1466,47,543,478,453
1892,153,58,93,731,5204,1245,149,78,37,529,553,276,869,506,3.46,1293,40,556,479,547
1893,130,60,70,820,4651,1281,164,86,27,537,323,233,893,620,4.97,1325,29,534,275,384
1893,130,65,63,775,4511,1200,173,83,45,473,296,213,845,583,4.55,1262,41,547,297,385
1893,131,86,43,1008,4678,1358,178,50,65,561,292,243,795,572,4.43,1314,66,402,253,353
1893,128,56,71,829,4664,1299,186,93,32,465,262,255,874,597,4.81,1278,26,553,273,421
1893,131,65,63,759,4617,1195,161,65,29,532,256,238,814,593,4.55,1305,38,549,258,321
1893,129,73,55,976,4747,1425,222,98,32,532,229,252,839,532,4.2,1361,35,356,242,389
1893,126,50,75,759,4566,1185,177,73,19,485,306,203,942,708,5.9,1431,38,479,190,328
1893,136,68,64,941,4858,1424,182,101,61,504,279,299,845,577,4.29,1271,36,581,395,432
1893,133,72,57,1011,5151,1553,246,90,80,468,335,202,841,618,4.68,1359,30,521,283,318
1893,131,81,48,970,4834,1447,176,127,37,537,273,210,766,529,4.08,1232,29,504,280,346
